Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TCL,Crops and livestock products,724,Spain,5922,Export Value,2133,Mules and hinnies,2015,2015,1000 US$,22,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2133,Mules and hinnies,2017,2017,1000 US$,1,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2133,Mules and hinnies,2018,2018,1000 US$,684,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2133,Mules and hinnies,2019,2019,1000 US$,1305,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2133,Mules and hinnies,2020,2020,1000 US$,372,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2133,Mules and hinnies,2021,2021,1000 US$,444,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2010,2010,1000 US$,282336,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2011,2011,1000 US$,50062,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2012,2012,1000 US$,42294,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2013,2013,1000 US$,41565,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2014,2014,1000 US$,47637,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2015,2015,1000 US$,42215,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2016,2016,1000 US$,47096,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2017,2017,1000 US$,51917,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2018,2018,1000 US$,56688,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2019,2019,1000 US$,47777,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2020,2020,1000 US$,49517,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.1,"Other live animals non food, n.e.c.",2021,2021,1000 US$,67477,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2010,2010,1000 US$,16938,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2011,2011,1000 US$,20167,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2012,2012,1000 US$,18981,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2013,2013,1000 US$,23071,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2014,2014,1000 US$,25112,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2015,2015,1000 US$,26479,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2016,2016,1000 US$,27779,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2017,2017,1000 US$,37566,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2018,2018,1000 US$,42016,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2019,2019,1000 US$,39677,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2020,2020,1000 US$,48346,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.1,"Other live animals non food, n.e.c.",2021,2021,1000 US$,60938,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.2,"Other live animals, n.e.c.",2010,2010,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.2,"Other live animals, n.e.c.",2011,2011,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.2,"Other live animals, n.e.c.",2012,2012,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.2,"Other live animals, n.e.c.",2013,2013,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.2,"Other live animals, n.e.c.",2015,2015,1000 US$,7,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2199.2,"Other live animals, n.e.c.",2020,2020,1000 US$,1,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.2,"Other live animals, n.e.c.",2010,2010,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.2,"Other live animals, n.e.c.",2011,2011,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.2,"Other live animals, n.e.c.",2012,2012,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,724,Spain,5922,Export Value,2199.2,"Other live animals, n.e.c.",2013,2013,1000 US$,0,E,Estimated value
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2010,2010,1000 Head,54,T,Unofficial figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2011,2011,1000 Head,63,T,Unofficial figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2012,2012,1000 Head,57,T,Unofficial figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2013,2013,1000 Head,48,T,Unofficial figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2014,2014,1000 Head,71,I,Imputed value
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2015,2015,1000 Head,25,I,Imputed value
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2016,2016,1000 Head,106,I,Imputed value
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2017,2017,1000 Head,411,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2018,2018,1000 Head,114,I,Imputed value
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2019,2019,1000 Head,301,I,Imputed value
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2020,2020,1000 Head,704,I,Imputed value
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2191,Rabbits and hares,2021,2021,1000 Head,917,I,Imputed value
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2010,2010,1000 US$,870,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2011,2011,1000 US$,1187,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2012,2012,1000 US$,855,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2013,2013,1000 US$,1034,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2014,2014,1000 US$,1847,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2015,2015,1000 US$,1292,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2016,2016,1000 US$,1396,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2017,2017,1000 US$,2185,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2018,2018,1000 US$,1212,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2019,2019,1000 US$,2973,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2020,2020,1000 US$,6345,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2191,Rabbits and hares,2021,2021,1000 US$,7271,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2010,2010,1000 Head,550,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2011,2011,1000 Head,302,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2012,2012,1000 Head,710,T,Unofficial figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2013,2013,1000 Head,616,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2014,2014,1000 Head,518,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2015,2015,1000 Head,450,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2016,2016,1000 Head,340,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2017,2017,1000 Head,216,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2018,2018,1000 Head,95,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2019,2019,1000 Head,108,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2020,2020,1000 Head,166,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2191,Rabbits and hares,2021,2021,1000 Head,213,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2010,2010,1000 US$,2578,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2011,2011,1000 US$,1780,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2012,2012,1000 US$,3745,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2013,2013,1000 US$,3931,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2014,2014,1000 US$,2938,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2015,2015,1000 US$,1854,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2016,2016,1000 US$,1362,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2017,2017,1000 US$,977,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2018,2018,1000 US$,450,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2019,2019,1000 US$,510,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2020,2020,1000 US$,733,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2191,Rabbits and hares,2021,2021,1000 US$,1510,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2010,2010,Head,244706,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2011,2011,Head,371782,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2012,2012,Head,442600,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2013,2013,Head,537860,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2014,2014,Head,394198,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2015,2015,Head,318499,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2016,2016,Head,298848,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2017,2017,Head,335802,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2018,2018,Head,267087,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2019,2019,Head,290941,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2020,2020,Head,313893,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2122,Sheep,2021,2021,Head,233498,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2010,2010,1000 US$,15090,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2011,2011,1000 US$,25953,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2012,2012,1000 US$,24835,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2013,2013,1000 US$,28091,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2014,2014,1000 US$,28876,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2015,2015,1000 US$,21377,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2016,2016,1000 US$,17086,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2017,2017,1000 US$,17593,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2018,2018,1000 US$,16711,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2019,2019,1000 US$,16122,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2020,2020,1000 US$,17695,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2122,Sheep,2021,2021,1000 US$,14242,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2010,2010,Head,583250,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2011,2011,Head,356994,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2012,2012,Head,576295,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2013,2013,Head,934987,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2014,2014,Head,801985,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2015,2015,Head,1007042,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2016,2016,Head,1132960,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2017,2017,Head,1101305,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2018,2018,Head,1016928,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2019,2019,Head,1429288,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2020,2020,Head,1393410,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2122,Sheep,2021,2021,Head,1230921,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2010,2010,1000 US$,33209,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2011,2011,1000 US$,39393,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2012,2012,1000 US$,64359,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2013,2013,1000 US$,102387,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2014,2014,1000 US$,117657,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2015,2015,1000 US$,139789,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2016,2016,1000 US$,170415,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2017,2017,1000 US$,169206,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2018,2018,1000 US$,154148,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2019,2019,1000 US$,165925,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2020,2020,1000 US$,197156,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2122,Sheep,2021,2021,1000 US$,149813,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2010,2010,Head,441121,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2011,2011,Head,548351,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2012,2012,Head,340755,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2013,2013,Head,732279,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2014,2014,Head,1090981,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2015,2015,Head,1138117,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2016,2016,Head,795735,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2017,2017,Head,1042505,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2018,2018,Head,2140676,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2019,2019,Head,1729516,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2020,2020,Head,2620409,A,Official figure
TCL,Crops and livestock products,724,Spain,5608,Import Quantity,2140,Swine / pigs,2021,2021,Head,3091754,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2010,2010,1000 US$,42474,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2011,2011,1000 US$,46401,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2012,2012,1000 US$,48939,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2013,2013,1000 US$,77136,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2014,2014,1000 US$,117313,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2015,2015,1000 US$,80969,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2016,2016,1000 US$,64332,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2017,2017,1000 US$,76067,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2018,2018,1000 US$,118510,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2019,2019,1000 US$,169283,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2020,2020,1000 US$,250037,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2140,Swine / pigs,2021,2021,1000 US$,257864,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2010,2010,Head,2020115,T,Unofficial figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2011,2011,Head,1678904,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2012,2012,Head,1517627,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2013,2013,Head,1417810,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2014,2014,Head,1584001,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2015,2015,Head,1630483,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2016,2016,Head,1519351,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2017,2017,Head,1503630,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2018,2018,Head,1755264,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2019,2019,Head,2038224,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2020,2020,Head,1360227,A,Official figure
TCL,Crops and livestock products,724,Spain,5908,Export Quantity,2140,Swine / pigs,2021,2021,Head,1390949,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2010,2010,1000 US$,254029,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2011,2011,1000 US$,298262,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2012,2012,1000 US$,248097,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2013,2013,1000 US$,275163,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2014,2014,1000 US$,280496,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2015,2015,1000 US$,197730,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2016,2016,1000 US$,186725,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2017,2017,1000 US$,212551,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2018,2018,1000 US$,176794,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2019,2019,1000 US$,182335,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2020,2020,1000 US$,157637,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2140,Swine / pigs,2021,2021,1000 US$,143184,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2010,2010,1000 Head,2726,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2011,2011,1000 Head,2712,T,Unofficial figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2012,2012,1000 Head,3483,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2013,2013,1000 Head,5308,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2014,2014,1000 Head,4744,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2015,2015,1000 Head,5536,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2016,2016,1000 Head,3567,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2017,2017,1000 Head,3930,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2018,2018,1000 Head,4112,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2019,2019,1000 Head,4717,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2020,2020,1000 Head,2584,A,Official figure
TCL,Crops and livestock products,724,Spain,5609,Import Quantity,2152,Turkeys,2021,2021,1000 Head,1820,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2010,2010,1000 US$,5023,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2011,2011,1000 US$,5924,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2012,2012,1000 US$,6193,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2013,2013,1000 US$,9440,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2014,2014,1000 US$,10516,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2015,2015,1000 US$,12040,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2016,2016,1000 US$,7620,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2017,2017,1000 US$,11271,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2018,2018,1000 US$,9329,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2019,2019,1000 US$,8139,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2020,2020,1000 US$,4994,A,Official figure
TCL,Crops and livestock products,724,Spain,5622,Import Value,2152,Turkeys,2021,2021,1000 US$,4661,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2010,2010,1000 Head,210,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2011,2011,1000 Head,11,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2012,2012,1000 Head,191,T,Unofficial figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2013,2013,1000 Head,82,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2014,2014,1000 Head,47,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2015,2015,1000 Head,41,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2016,2016,1000 Head,34,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2017,2017,1000 Head,34,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2018,2018,1000 Head,26,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2019,2019,1000 Head,26,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2020,2020,1000 Head,21,A,Official figure
TCL,Crops and livestock products,724,Spain,5909,Export Quantity,2152,Turkeys,2021,2021,1000 Head,18,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2010,2010,1000 US$,380,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2011,2011,1000 US$,53,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2012,2012,1000 US$,524,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2013,2013,1000 US$,288,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2014,2014,1000 US$,227,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2015,2015,1000 US$,167,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2016,2016,1000 US$,143,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2017,2017,1000 US$,172,A,Official figure
TCL,Crops and livestock products,724,Spain,5922,Export Value,2152,Turkeys,2018,2018,1000 US$,118,A,Official figure
